Paper_ID,Rhodolith beds,Chemical ecology,Reproduction,Holobiont,Deep reefs,Climate change,Fisheries,Methods,Taxonomy & Systematics,Macroalgae & Herbivory,Habitat structure,Oceanic islands,Trophic ecology & Nursery habitats ,Geomorphology & Paleontology,Oceanography & Productivity,Demography,Anthozoan biology,Hydrodynamics,Fish interactions,Invasive species,Biogeography & Phylogeography,Tourism & Pollution,Distribution limits,Cytogenetics,Conservation & Management
ANKER A 2008 ZOOTAXA,0.014907573,0.045915325,0.014907573,0.045915325,0.014907573,0.014907573,0.022659511,0.014907573,0.216457961,0.014907573,0.014907573,0.030411449,0.014907573,0.014907573,0.030411449,0.014907573,0.014907573,0.030411449,0.014907573,0.014907573,0.270721527,0.022659511,0.045915325,0.014907573,0.014907573
ANKER A 2010 ZOOTAXA,0.014245014,0.014245014,0.014245014,0.021652422,0.036467236,0.014245014,0.021652422,0.014245014,0.354985755,0.014245014,0.014245014,0.051282051,0.014245014,0.029059829,0.021652422,0.014245014,0.014245014,0.029059829,0.014245014,0.014245014,0.036467236,0.014245014,0.147578348,0.036467236,0.014245014
ANKER A 2013 ZOOTAXA,0.031096563,0.020458265,0.031096563,0.020458265,0.031096563,0.020458265,0.031096563,0.020458265,0.265139116,0.031096563,0.020458265,0.052373159,0.063011457,0.020458265,0.020458265,0.020458265,0.031096563,0.073649755,0.020458265,0.031096563,0.031096563,0.020458265,0.020458265,0.031096563,0.020458265
ANKER A 2016 ZOOTAXA,0.023632994,0.011584801,0.017608897,0.011584801,0.02965709,0.011584801,0.011584801,0.023632994,0.31278962,0.011584801,0.011584801,0.234476367,0.011584801,0.011584801,0.017608897,0.017608897,0.017608897,0.023632994,0.035681186,0.011584801,0.017608897,0.017608897,0.047729379,0.011584801,0.011584801
ANKER ARTHUR 2013 ,0.027576197,0.018142235,0.018142235,0.018142235,0.074746009,0.018142235,0.055878084,0.03701016,0.282293179,0.018142235,0.027576197,0.065312046,0.018142235,0.018142235,0.018142235,0.027576197,0.027576197,0.027576197,0.018142235,0.027576197,0.027576197,0.018142235,0.055878084,0.018142235,0.018142235
ANTUNES DE MELLO AFFONSO PR 2014 SCI WORLD J,0.013638843,0.013638843,0.013638843,0.013638843,0.013638843,0.013638843,0.042007638,0.013638843,0.020731042,0.020731042,0.013638843,0.027823241,0.020731042,0.020731042,0.013638843,0.027823241,0.020731042,0.013638843,0.077468631,0.020731042,0.098745226,0.013638843,0.020731042,0.403709765,0.013638843
ARANTES RCM 2009 MAR ECOL -PROG SER,0.012820513,0.012820513,0.012820513,0.026153846,0.412820513,0.012820513,0.012820513,0.019487179,0.046153846,0.032820513,0.019487179,0.019487179,0.012820513,0.039487179,0.012820513,0.012820513,0.019487179,0.026153846,0.012820513,0.019487179,0.012820513,0.012820513,0.079487179,0.019487179,0.012820513
ARANTES RCM 2014 DEEP-SEA RES PART II-TOP STUD OCEANOGR,0.040964952,0.058716431,0.023213473,0.017296313,0.259899863,0.011379153,0.040964952,0.017296313,0.076467911,0.011379153,0.011379153,0.070550751,0.023213473,0.023213473,0.017296313,0.017296313,0.035047792,0.011379153,0.017296313,0.011379153,0.023213473,0.017296313,0.117888029,0.011379153,0.017296313
ARAUJO FG 2001 ESTUAR COAST SHELF SCI,0.030411449,0.022659511,0.022659511,0.014907573,0.030411449,0.022659511,0.014907573,0.038163387,0.022659511,0.022659511,0.084675015,0.014907573,0.061419201,0.022659511,0.115682767,0.030411449,0.022659511,0.053667263,0.014907573,0.014907573,0.022659511,0.030411449,0.076923077,0.061419201,0.014907573
ARAUJO FG 2018 HYDROBIOLOGIA,0.013736264,0.013736264,0.013736264,0.035164835,0.013736264,0.128021978,0.020879121,0.013736264,0.013736264,0.020879121,0.085164835,0.049450549,0.135164835,0.013736264,0.020879121,0.056593407,0.013736264,0.020879121,0.013736264,0.020879121,0.035164835,0.063736264,0.128021978,0.020879121,0.020879121
ARAUJO JL 2016 OCEAN COASTAL MANAGE,0.009520183,0.014470678,0.009520183,0.009520183,0.009520183,0.029322163,0.014470678,0.162985529,0.009520183,0.009520183,0.044173648,0.014470678,0.009520183,0.019421173,0.014470678,0.059025133,0.009520183,0.009520183,0.014470678,0.009520183,0.009520183,0.088728104,0.014470678,0.009520183,0.375856816
ARAUJO JN 2007 SCI MAR,0.021181717,0.028428094,0.042920847,0.01393534,0.021181717,0.021181717,0.042920847,0.01393534,0.021181717,0.01393534,0.01393534,0.01393534,0.01393534,0.01393534,0.01393534,0.412486065,0.028428094,0.01393534,0.01393534,0.021181717,0.01393534,0.01393534,0.028428094,0.064659978,0.021181717
ARAUJO JN 2009 J APPL ICHTHYOL,0.039225675,0.052470708,0.025980642,0.012735609,0.019358125,0.012735609,0.078960774,0.032603158,0.025980642,0.032603158,0.012735609,0.012735609,0.019358125,0.019358125,0.052470708,0.271013754,0.012735609,0.012735609,0.012735609,0.012735609,0.012735609,0.019358125,0.025980642,0.019358125,0.032603158
ARAUJO MCB 2018 FRONT MAR SCI,0.014763015,0.00971251,0.014763015,0.01981352,0.00971251,0.00971251,0.024864025,0.00971251,0.00971251,0.01981352,0.00971251,0.014763015,0.02991453,0.06021756,0.02991453,0.045066045,0.014763015,0.141025641,0.00971251,0.014763015,0.014763015,0.368298368,0.014763015,0.014763015,0.014763015
ARAUJO PAULO VICTOR DO NASCIMENTO 2016 ,0.033490319,0.013082156,0.013082156,0.013082156,0.019884877,0.013082156,0.026687598,0.291993721,0.013082156,0.04029304,0.019884877,0.019884877,0.013082156,0.121925693,0.026687598,0.019884877,0.013082156,0.081109367,0.019884877,0.013082156,0.013082156,0.033490319,0.04029304,0.04029304,0.033490319
ARAUJO PG 2013 PHYTOTAXA,0.033490319,0.026687598,0.013082156,0.04029304,0.047095761,0.04029304,0.019884877,0.053898482,0.013082156,0.026687598,0.013082156,0.013082156,0.013082156,0.013082156,0.033490319,0.013082156,0.019884877,0.053898482,0.019884877,0.176347462,0.087912088,0.033490319,0.094714809,0.053898482,0.019884877
ARAUJO PRD 1992 ECON GEOL BULL SOC ECON GEOL,0.028457092,0.034237439,0.011116052,0.011116052,0.016896398,0.051578479,0.011116052,0.022676745,0.011116052,0.016896398,0.022676745,0.057358826,0.034237439,0.34059582,0.040017786,0.040017786,0.016896398,0.034237439,0.011116052,0.011116052,0.011116052,0.011116052,0.034237439,0.011116052,0.022676745
ARAUJO GS 2020  ZOOL J LINN SOC,0.01867065,0.028379388,0.028379388,0.01867065,0.028379388,0.01867065,0.01867065,0.028379388,0.086631815,0.01867065,0.028379388,0.086631815,0.01867065,0.028379388,0.038088125,0.028379388,0.028379388,0.028379388,0.01867065,0.038088125,0.212845407,0.038088125,0.038088125,0.038088125,0.01867065
ARAUJO ME 2020 MAR ENVIRON RES,0.015762926,0.015762926,0.015762926,0.04035309,0.04035309,0.032156368,0.032156368,0.04035309,0.04035309,0.048549811,0.146910467,0.04035309,0.032156368,0.015762926,0.023959647,0.032156368,0.015762926,0.032156368,0.015762926,0.04035309,0.04035309,0.032156368,0.097730139,0.032156368,0.056746532
AREIAS C 2020 MAR GEOL,0.024216524,0.011870845,0.018043685,0.011870845,0.055080722,0.110636277,0.018043685,0.024216524,0.011870845,0.011870845,0.036562203,0.024216524,0.024216524,0.172364672,0.153846154,0.048907882,0.011870845,0.098290598,0.018043685,0.018043685,0.011870845,0.011870845,0.011870845,0.018043685,0.011870845
ARMESTO 2012 AQUA,0.015384615,0.039384615,0.015384615,0.015384615,0.015384615,0.023384615,0.015384615,0.071384615,0.023384615,0.015384615,0.015384615,0.015384615,0.015384615,0.023384615,0.031384615,0.183384615,0.015384615,0.023384615,0.255384615,0.047384615,0.023384615,0.015384615,0.015384615,0.031384615,0.015384615
ARZ HW 1999 EARTH PLANET SCI LETT,0.019105078,0.01256913,0.019105078,0.019105078,0.234791352,0.064856712,0.01256913,0.025641026,0.01256913,0.019105078,0.01256913,0.038712921,0.019105078,0.202111614,0.091000503,0.038712921,0.01256913,0.025641026,0.01256913,0.01256913,0.019105078,0.01256913,0.025641026,0.01256913,0.01256913
ASCHENBRENNER A 2015 J APPL ICHTHYOL,0.019884877,0.019884877,0.04029304,0.013082156,0.053898482,0.013082156,0.060701204,0.047095761,0.013082156,0.019884877,0.019884877,0.019884877,0.094714809,0.026687598,0.047095761,0.285190999,0.019884877,0.04029304,0.013082156,0.013082156,0.019884877,0.013082156,0.033490319,0.026687598,0.013082156
ASCHENBRENNER A 2016 J FISH BIOL,0.00971251,0.014763015,0.04001554,0.00971251,0.01981352,0.024864025,0.05011655,0.01981352,0.00971251,0.014763015,0.014763015,0.01981352,0.206682207,0.01981352,0.05011655,0.181429681,0.00971251,0.01981352,0.014763015,0.024864025,0.04001554,0.014763015,0.014763015,0.014763015,0.01981352
ASCHENBRENNER A 2016 MAR ENVIRON RES,0.011515431,0.011515431,0.035467526,0.017503455,0.029479503,0.011515431,0.065407646,0.023491479,0.011515431,0.011515431,0.023491479,0.017503455,0.406725012,0.011515431,0.017503455,0.095347766,0.017503455,0.011515431,0.035467526,0.023491479,0.017503455,0.011515431,0.017503455,0.017503455,0.023491479
ATAIDE MB 2014 MAR BIODIVERS,0.020159151,0.013262599,0.020159151,0.020159151,0.013262599,0.013262599,0.027055703,0.013262599,0.013262599,0.047745358,0.061538462,0.020159151,0.020159151,0.040848806,0.116710875,0.020159151,0.013262599,0.275331565,0.020159151,0.020159151,0.013262599,0.047745358,0.020159151,0.013262599,0.020159151
ATTRILL MJ 2004 CLIM RES,0.031185031,0.116770617,0.008662509,0.026680527,0.017671518,0.323977824,0.031185031,0.017671518,0.013167013,0.053707554,0.067221067,0.044698545,0.022176022,0.022176022,0.008662509,0.017671518,0.017671518,0.013167013,0.017671518,0.013167013,0.008662509,0.017671518,0.031185031,0.022176022,0.013167013
ATTRILL MJ 2007 ESTUAR COAST SHELF SCI,0.020441097,0.076385153,0.020441097,0.034427111,0.034427111,0.181280258,0.034427111,0.020441097,0.01344809,0.132329209,0.020441097,0.048413125,0.01344809,0.01344809,0.020441097,0.069392146,0.020441097,0.020441097,0.027434104,0.034427111,0.01344809,0.048413125,0.027434104,0.020441097,0.020441097
AUED AW 2018 PLOS ONE,0.015466015,0.020757021,0.01017501,0.015466015,0.01017501,0.026048026,0.01017501,0.073667074,0.015466015,0.184778185,0.084249084,0.063085063,0.015466015,0.01017501,0.015466015,0.015466015,0.01017501,0.01017501,0.01017501,0.015466015,0.052503053,0.068376068,0.078958079,0.020757021,0.078958079
AVIZ D 2018 J MAR BIOL ASSOC U K,0.016994633,0.022808587,0.319320215,0.022808587,0.01118068,0.016994633,0.016994633,0.01118068,0.01118068,0.016994633,0.022808587,0.02862254,0.016994633,0.040250447,0.051878354,0.022808587,0.022808587,0.16234347,0.016994633,0.016994633,0.01118068,0.022808587,0.022808587,0.01118068,0.034436494
AVIZ D 2019 J MAR BIOL ASSOC U K,0.018500487,0.012171373,0.012171373,0.037487829,0.024829601,0.024829601,0.018500487,0.012171373,0.018500487,0.050146056,0.08812074,0.018500487,0.024829601,0.069133398,0.012171373,0.018500487,0.012171373,0.284323272,0.018500487,0.012171373,0.018500487,0.012171373,0.043816943,0.024829601,0.062804284
AZEVEDO CAA 2011 REV BRAS FARMACOGN -BRAZ J PHARMACOGN,0.013835086,0.028223575,0.013835086,0.03541782,0.013835086,0.013835086,0.013835086,0.057000553,0.02102933,0.11455451,0.013835086,0.013835086,0.013835086,0.013835086,0.02102933,0.013835086,0.028223575,0.085777532,0.013835086,0.02102933,0.013835086,0.229662424,0.03541782,0.013835086,0.02102933
AZEVEDO FBB 2006 BRAZ ARCH BIOL TECHNOL,0.055355859,0.046010065,0.017972682,0.017972682,0.017972682,0.017972682,0.017972682,0.03666427,0.017972682,0.064701653,0.083393242,0.027318476,0.046010065,0.03666427,0.017972682,0.017972682,0.027318476,0.027318476,0.027318476,0.195542775,0.017972682,0.055355859,0.017972682,0.017972682,0.046010065
AZEVEDO GPR 2020 GENET MOL BIOL,0.024975025,0.024975025,0.037962038,0.21978022,0.037962038,0.037962038,0.024975025,0.024975025,0.024975025,0.024975025,0.024975025,0.024975025,0.063936064,0.024975025,0.024975025,0.024975025,0.024975025,0.024975025,0.024975025,0.024975025,0.063936064,0.024975025,0.024975025,0.063936064,0.024975025
AZEVEDO JS 2006 NEOTROP ICHTHYOL,0.013542795,0.020585049,0.238894908,0.154387866,0.013542795,0.034669556,0.020585049,0.013542795,0.027627302,0.013542795,0.013542795,0.013542795,0.020585049,0.013542795,0.112134345,0.06283857,0.013542795,0.020585049,0.048754063,0.034669556,0.013542795,0.020585049,0.013542795,0.020585049,0.013542795
AZMY K 2001 PRECAMBRIAN RES,0.010339123,0.026468156,0.021091811,0.0318445,0.354425145,0.047973532,0.021091811,0.0318445,0.010339123,0.0318445,0.015715467,0.010339123,0.015715467,0.17700579,0.010339123,0.015715467,0.010339123,0.010339123,0.010339123,0.010339123,0.010339123,0.021091811,0.026468156,0.021091811,0.010339123
BADARO MFS 2012 SCI MAR,0.022836538,0.022836538,0.108774038,0.038461538,0.015024038,0.015024038,0.015024038,0.015024038,0.179086538,0.015024038,0.022836538,0.022836538,0.015024038,0.022836538,0.022836538,0.030649038,0.194711538,0.015024038,0.046274038,0.015024038,0.015024038,0.030649038,0.038461538,0.022836538,0.022836538
BAGARINAO T 1994 ENVIRON BIOL FISHES,0.010683761,0.021794872,0.110683761,0.010683761,0.010683761,0.04957265,0.044017094,0.016239316,0.016239316,0.016239316,0.010683761,0.027350427,0.082905983,0.055128205,0.055128205,0.088461538,0.021794872,0.032905983,0.016239316,0.032905983,0.094017094,0.010683761,0.09957265,0.038461538,0.016239316
BAHIA J 2015 J MAR BIOL ASSOC U K,0.017806268,0.045584046,0.036324786,0.017806268,0.073361823,0.017806268,0.027065527,0.045584046,0.175213675,0.017806268,0.017806268,0.054843305,0.017806268,0.017806268,0.017806268,0.017806268,0.036324786,0.138176638,0.017806268,0.036324786,0.017806268,0.017806268,0.027065527,0.036324786,0.036324786
BAHIA RDG 2014 PHYTOTAXA,0.391715976,0.030177515,0.014792899,0.014792899,0.030177515,0.014792899,0.014792899,0.014792899,0.053254438,0.030177515,0.014792899,0.107100592,0.014792899,0.022485207,0.014792899,0.022485207,0.014792899,0.014792899,0.014792899,0.030177515,0.014792899,0.014792899,0.022485207,0.022485207,0.014792899
BAHIA RG 2010 BRAZ J OCEANOGR,0.341439206,0.012406948,0.012406948,0.018858561,0.089826303,0.012406948,0.018858561,0.012406948,0.012406948,0.044665012,0.089826303,0.012406948,0.012406948,0.064019851,0.012406948,0.025310174,0.018858561,0.0382134,0.012406948,0.012406948,0.012406948,0.031761787,0.018858561,0.025310174,0.012406948
BAHIA RG 2011 PHYCOL RES,0.366586538,0.030649038,0.015024038,0.022836538,0.038461538,0.015024038,0.015024038,0.015024038,0.077524038,0.015024038,0.015024038,0.022836538,0.015024038,0.015024038,0.015024038,0.015024038,0.030649038,0.022836538,0.015024038,0.015024038,0.022836538,0.015024038,0.077524038,0.022836538,0.030649038
BAHIA RG 2014 CRYPTOGAM ALGOL,0.306593407,0.028021978,0.013736264,0.020879121,0.020879121,0.013736264,0.013736264,0.013736264,0.085164835,0.028021978,0.013736264,0.120879121,0.028021978,0.013736264,0.013736264,0.013736264,0.042307692,0.020879121,0.013736264,0.013736264,0.013736264,0.028021978,0.049450549,0.028021978,0.013736264
BAHIA RG 2014 PHYCOL RES,0.342924251,0.022313564,0.014679977,0.014679977,0.022313564,0.014679977,0.014679977,0.029947152,0.121550206,0.022313564,0.014679977,0.014679977,0.014679977,0.014679977,0.014679977,0.014679977,0.022313564,0.022313564,0.014679977,0.022313564,0.113916618,0.014679977,0.022313564,0.014679977,0.014679977
BAHIA RG 2015 J PHYCOL,0.310844893,0.023959647,0.032156368,0.015762926,0.056746532,0.015762926,0.015762926,0.032156368,0.097730139,0.015762926,0.015762926,0.04035309,0.015762926,0.015762926,0.015762926,0.015762926,0.015762926,0.015762926,0.032156368,0.015762926,0.056746532,0.032156368,0.032156368,0.023959647,0.015762926
BAHIA RG 2015 PHYTOTAXA,0.316025641,0.016025641,0.016025641,0.024358974,0.024358974,0.016025641,0.016025641,0.016025641,0.132692308,0.016025641,0.016025641,0.024358974,0.024358974,0.016025641,0.016025641,0.016025641,0.024358974,0.024358974,0.016025641,0.024358974,0.099358974,0.016025641,0.016025641,0.024358974,0.016025641
BAHR A 2020 BIOGEOSCIENCES,0.030849359,0.015224359,0.010016026,0.025641026,0.176682692,0.067307692,0.015224359,0.010016026,0.010016026,0.015224359,0.036057692,0.020432692,0.015224359,0.119391026,0.181891026,0.020432692,0.025641026,0.015224359,0.030849359,0.015224359,0.056891026,0.025641026,0.015224359,0.015224359,0.010016026
BAKER RGV 2000 MAR GEOL,0.018043685,0.042735043,0.011870845,0.011870845,0.018043685,0.036562203,0.018043685,0.067426401,0.011870845,0.018043685,0.011870845,0.030389364,0.011870845,0.160018993,0.018043685,0.07977208,0.011870845,0.036562203,0.018043685,0.036562203,0.030389364,0.030389364,0.104463438,0.036562203,0.011870845
BAKUS GJ 2007 BIODIVERS CONSERV,0.015262515,0.031135531,0.047008547,0.023199023,0.023199023,0.023199023,0.039072039,0.142246642,0.015262515,0.031135531,0.086691087,0.023199023,0.015262515,0.015262515,0.039072039,0.062881563,0.015262515,0.023199023,0.015262515,0.015262515,0.031135531,0.078754579,0.015262515,0.015262515,0.078754579
BALL AO 2007 MAR BIOL,0.019884877,0.013082156,0.013082156,0.026687598,0.081109367,0.013082156,0.013082156,0.019884877,0.013082156,0.013082156,0.026687598,0.013082156,0.013082156,0.013082156,0.013082156,0.04029304,0.013082156,0.019884877,0.026687598,0.026687598,0.346415489,0.013082156,0.067503925,0.013082156,0.026687598
BALLANTINE DL 2019 BOT MARINA,0.095816464,0.025641026,0.016869096,0.016869096,0.060728745,0.016869096,0.016869096,0.016869096,0.165991903,0.087044534,0.016869096,0.025641026,0.025641026,0.016869096,0.034412955,0.025641026,0.043184885,0.034412955,0.016869096,0.016869096,0.069500675,0.034412955,0.043184885,0.025641026,0.025641026
BANDEIRA-PEDROSA ME 2004 PHYCOLOGIA,0.029230769,0.019230769,0.029230769,0.039230769,0.029230769,0.019230769,0.039230769,0.039230769,0.099230769,0.209230769,0.019230769,0.039230769,0.049230769,0.019230769,0.019230769,0.019230769,0.029230769,0.019230769,0.019230769,0.019230769,0.039230769,0.019230769,0.039230769,0.039230769,0.039230769
BANDEIRA-PEDROSA ME 2008 SER LIVROS MUS NAC,0.073804574,0.01975052,0.04002079,0.04002079,0.01975052,0.01975052,0.012993763,0.012993763,0.026507277,0.208939709,0.012993763,0.012993763,0.012993763,0.04002079,0.012993763,0.04002079,0.012993763,0.067047817,0.01975052,0.026507277,0.012993763,0.01975052,0.168399168,0.012993763,0.01975052
BANFORD HM 1993 PROC BIOL SOC WASH,0.038461538,0.025303644,0.025303644,0.038461538,0.025303644,0.025303644,0.038461538,0.025303644,0.091093117,0.025303644,0.025303644,0.051619433,0.025303644,0.025303644,0.025303644,0.025303644,0.038461538,0.025303644,0.025303644,0.025303644,0.038461538,0.025303644,0.156882591,0.051619433,0.025303644
BANHA TNS 2019 CORAL REEFS,0.01616031,0.032967033,0.024563672,0.032967033,0.058177117,0.217840983,0.024563672,0.032967033,0.01616031,0.01616031,0.041370394,0.066580478,0.01616031,0.01616031,0.01616031,0.024563672,0.058177117,0.024563672,0.01616031,0.032967033,0.024563672,0.024563672,0.091790562,0.024563672,0.032967033
BAPTISTA NETO JA 2014 ENVIRON GEOCHEM HEALTH,0.024983563,0.093359632,0.024983563,0.033530572,0.067718606,0.033530572,0.024983563,0.024983563,0.024983563,0.016436555,0.024983563,0.076265615,0.016436555,0.016436555,0.016436555,0.042077581,0.033530572,0.10190664,0.024983563,0.033530572,0.016436555,0.042077581,0.059171598,0.024983563,0.033530572
BARBANTI SM 2011 ORG GEOCHEM,0.015384615,0.095384615,0.015384615,0.071384615,0.015384615,0.063384615,0.023384615,0.031384615,0.055384615,0.063384615,0.015384615,0.055384615,0.015384615,0.103384615,0.031384615,0.071384615,0.023384615,0.015384615,0.023384615,0.023384615,0.031384615,0.015384615,0.015384615,0.015384615,0.039384615
BARBOSA ACC 2019 MAR BIOL,0.013354701,0.013354701,0.096688034,0.02724359,0.02724359,0.186965812,0.013354701,0.013354701,0.013354701,0.034188034,0.020299145,0.02724359,0.034188034,0.020299145,0.048076923,0.061965812,0.048076923,0.034188034,0.020299145,0.08974359,0.061965812,0.013354701,0.034188034,0.013354701,0.013354701
